kma_jid,t_max,t_diff,t_avg,hu,pd_in,HW
20160127_SU,4.3,9.0,-1.1,56.3,231,0
20160127_US,9.7,13.0,2.3,54.8,14,0
20160128_BS,6.0,3.9,4.4,69.9,69,0
20160128_CB,2.22,9.526666666699999,-1.3666666669999998,65.893333333,37,0
20160128_CN,2.7,9.425,-0.16875,74.6,40,0
20160128_DG,2.5,6.9,-0.7,76.1,59,0
20160128_DJ,2.4,7.4,-0.4,78.4,29,0
20160128_GB,3.7875,8.6291666667,0.20416666670000003,62.95,65,0
20160128_GG,4.169047619,11.34047619,-0.75,58.157142857,187,0
20160128_GJ,4.8,4.4,2.6,87.6,36,0
20160128_GN,3.7954545455,5.6136363636,1.5045454544999999,72.363636364,59,0
20160128_GW,3.8388888888999997,11.405555556,-1.522222222,56.788888889,31,0
20160128_IC,3.47,6.94,0.4,62.32,43,0
20160128_JB,2.38,7.6933333333,-0.033333333,84.92666666699999,76,0
20160128_JJ,12.4,6.55,9.15,92.05,17,0
20160128_JN,4.5136363636,4.2272727273,2.7409090909,86.65,62,0
20160128_SU,3.5,9.1,-0.5,51.5,233,0
20160128_US,4.4,5.9,1.9,74.0,7,0
20160129_BS,5.3,1.8,4.6,91.9,65,0
20160129_CB,5.3333333333,5.573333333300001,2.4333333333000002,69.04,35,0
20160129_CN,4.68125,4.39375,2.325,73.73125,44,0
20160129_DG,1.8,2.0,0.9,98.0,45,0
20160129_DJ,5.7,4.7,3.0,81.1,31,0
20160129_GB,4.1333333332999995,4.0208333333,2.0916666666999997,89.808333333,51,0
20160129_GG,5.85,7.769047619,1.7333333333,50.471428571000004,149,0
20160129_GJ,5.1,2.1,3.9,97.5,27,0
20160129_GN,4.0409090909,2.2454545455,3.1181818182,88.254545455,52,0
20160129_GW,4.1,5.9444444444,1.1722222222,69.427777778,36,0
20160129_IC,4.85,5.82,1.45,53.68,38,0
20160129_JB,4.16,3.1466666667000003,2.2466666667,90.23333333299999,68,0
20160129_JJ,10.15,2.25,8.9,87.5,9,0
20160129_JN,5.1363636364,2.2681818182,3.8272727273,91.004545455,58,0
20160129_SU,5.4,6.8,1.9,43.6,180,0
20160129_US,5.5,2.4,4.5,96.4,13,0
20160130_BS,8.7,4.2,6.1,78.6,29,0
20160130_CB,7.7066666666999994,9.9,1.7666666667,70.106666667,11,0
20160130_CN,6.6,9.9,1.11875,83.325,15,0
20160130_DG,4.8,4.8,2.1,95.0,22,0
20160130_DJ,10.0,11.1,3.3,78.8,8,0
20160130_GB,5.825,6.395833333300001,2.425,88.8375,15,0
20160130_GG,6.3023809524,10.211904762,0.41190476189999997,67.102380952,49,0
20160130_GJ,9.8,9.3,3.7,81.9,12,0
20160130_GN,7.5363636364,6.8590909091,4.1181818182,79.409090909,20,0
20160130_GW,5.416666666699999,7.8611111111000005,1.1444444444,76.361111111,8,0
20160130_IC,3.8,6.51,-0.2,74.98,12,0
20160130_JB,6.7666666667,7.966666666699999,1.9866666667,86.48666666700001,30,0
20160130_JJ,9.7,3.2,8.1,81.85,4,0
20160130_JN,8.195454545499999,7.6909090909,3.7909090908999996,82.26363636399999,17,0
20160130_SU,5.2,7.7,0.6,59.5,42,0
20160130_US,6.7,4.7,5.0,91.5,5,0
20160131_BS,7.0,5.6,3.8,62.6,2,0
20160131_CB,1.7,6.6866666667,-2.273333333,52.073333333,2,0
20160131_CN,1.1875,5.6375,-1.9625,65.98125,1,0
20160131_DG,4.2,5.7,1.2,61.0,1,0
20160131_DJ,2.9,7.1,-1.5,61.4,0,0
20160131_GB,3.8833333333,6.3666666667,0.4625,54.416666667,1,0
20160131_GG,0.5928571429,6.5928571429,-3.219047619,44.154761905,9,0
20160131_GJ,2.2,4.1,-0.2,63.9,1,0
20160131_GN,5.8590909091,7.15,1.8545454545,61.590909091,0,0
20160131_GW,2.5,7.005555555599999,-1.3666666669999998,53.811111111,0,0
20160131_IC,-0.56,5.71,-3.96,51.06,1,0
20160131_JB,1.3866666666999998,5.3266666667,-1.62,69.706666667,2,0
20160131_JJ,8.95,5.4,5.9,70.8,1,0
20160131_JN,3.1409090908999997,4.5863636364,0.4272727273,64.209090909,3,0
20160131_SU,0.3,6.8,-3.9,34.0,10,0
20160131_US,7.1,7.7,2.4,58.3,1,0
20160201_BS,7.3,8.5,1.7,34.3,676,0
20160201_CB,-0.033333333,8.6466666667,-5.006666667,46.96,126,0
20160201_CN,-0.2,8.2875,-4.8625,64.90625,260,0
20160201_DG,2.7,6.4,-1.2,40.5,305,0
20160201_DJ,1.7,9.1,-3.9,54.9,214,0
20160201_GB,3.0041666667,8.366666666699999,-1.7875,41.233333333000004,349,0
20160201_GG,-0.7238095240000001,8.4047619048,-5.630952381,40.40952381,953,0
20160201_GJ,0.7,4.7,-2.2,58.9,228,0
20160201_GN,4.7545454545,7.8409090909,-0.063636364,40.527272726999996,458,0
20160201_GW,0.9944444444,10.288888888999999,-4.516666667,44.172222221999995,90,0
20160201_IC,-2.35,5.38,-5.46,45.67,159,0
20160201_JB,0.013333333300000002,6.6866666667,-3.726666667,61.626666666999995,444,0
20160201_JJ,5.7,3.4,4.05,67.75,36,0
20160201_JN,1.7636363636,5.2272727273,-1.536363636,61.23636363600001,311,0
20160201_SU,-1.0,8.1,-6.0,36.0,586,0
20160201_US,6.7,8.3,1.3,30.4,145,0
20160202_BS,7.9,11.9,1.2,30.8,110,0
20160202_CB,1.2933333332999999,12.36,-5.233333333,47.733333333000004,43,0
20160202_CN,1.19375,11.96875,-5.08125,66.725,56,0
20160202_DG,3.9,9.2,-1.9,43.0,77,0
20160202_DJ,2.6,12.3,-3.9,53.1,42,0
20160202_GB,3.7333333332999996,12.025,-2.7625,43.45,89,0
20160202_GG,1.319047619,12.395238095,-5.423809524,47.002380951999996,223,0
20160202_GJ,2.3,8.0,-2.1,52.6,39,0
20160202_GN,5.2318181818000005,11.777272727,-1.2909090909999998,38.904545455,56,0
20160202_GW,1.4722222222,13.233333333,-5.411111111,47.616666667,41,0
20160202_IC,-0.29,7.67,-4.36,50.56,48,0
20160202_JB,1.4266666666999999,10.986666667,-4.26,65.906666667,96,0
20160202_JJ,6.0,3.95,3.55,62.75,15,0
20160202_JN,3.2318181818,8.1772727273,-1.5727272730000001,56.440909091,68,0
20160202_SU,0.9,10.9,-5.3,41.8,252,0
20160202_US,6.1,10.9,0.5,32.0,15,0
20160203_BS,7.5,10.3,1.9,37.3,93,0
20160203_CB,3.76,14.913333332999999,-3.386666667,54.66,33,0
20160203_CN,4.55625,14.1875,-2.89375,73.79375,58,0
20160203_DG,5.3,11.4,-0.4,50.4,77,0
20160203_DJ,5.4,14.5,-1.9,62.3,43,0
20160203_GB,4.9125,13.245833333,-1.5666666669999998,47.341666667,66,0
20160203_GG,4.45,14.230952381,-3.0785714289999997,57.069047618999996,230,0
20160203_GJ,5.7,11.6,-0.1,56.5,33,0
20160203_GN,6.3772727273,12.204545455,-0.245454545,46.422727273,62,0
20160203_GW,3.4777777777999996,14.872222222000001,-3.877777778,48.616666667,44,0
20160203_IC,4.03,10.04,-1.15,58.21,48,0
20160203_JB,4.1666666667,12.94,-2.4733333330000002,68.21333333300001,98,0
20160203_JJ,7.85,5.95,4.65,58.7,15,0
20160203_JN,5.740909090900001,11.345454545,-0.18636363600000003,56.677272726999995,53,0
20160203_SU,4.0,12.3,-2.4,49.6,241,0
20160203_US,7.2,10.2,1.4,34.8,17,0
20160204_BS,7.3,8.1,3.2,41.0,94,0
20160204_CB,4.88,10.513333333,-0.6266666670000001,50.806666666999995,44,0
20160204_CN,5.075,12.18125,-1.11875,67.2375,44,0
20160204_DG,6.5,8.9,2.3,48.4,64,0
20160204_DJ,5.9,12.2,-0.5,56.0,57,0
20160204_GB,5.966666666699999,10.3,0.9291666667,46.804166667,77,0
20160204_GG,5.0357142857,10.169047619,-0.654761905,56.335714286000005,233,0
20160204_GJ,6.5,10.3,0.7,58.9,37,0
20160204_GN,7.1409090909,11.413636364,1.3909090909000001,47.104545455,71,0
20160204_GW,6.044444444400001,12.311111110999999,-0.283333333,44.4,38,0
20160204_IC,3.88,7.05,0.15,65.93,41,0
20160204_JB,4.6066666667,11.12,-1.073333333,67.266666667,82,0
20160204_JJ,10.0,6.1,6.7,55.9,10,0
20160204_JN,6.795454545499999,10.677272727,1.0090909091,60.695454545,54,0
20160204_SU,3.9,7.9,-0.7,50.1,230,0
20160204_US,7.0,9.0,3.2,40.0,10,0
20160205_BS,10.1,9.8,4.1,29.4,92,0
20160205_CB,3.8466666667,10.606666667,-1.773333333,44.106666667,46,0
20160205_CN,4.41875,11.8125,-1.7,63.56875,52,0
20160205_DG,6.0,7.8,1.8,35.0,67,0
20160205_DJ,5.5,11.2,-0.7,51.0,49,0
20160205_GB,5.9833333333,10.041666667000001,0.31666666670000004,36.358333333000004,79,0
20160205_GG,3.6571428570999998,11.554761905,-2.3428571430000003,44.966666667,185,0
20160205_GJ,5.7,7.9,1.2,53.6,22,0
20160205_GN,8.8090909091,11.795454545,2.4090909091,36.336363636,69,0
20160205_GW,3.7555555556,10.811111110999999,-1.9444444440000002,36.45,42,0
20160205_IC,2.56,8.1,-1.48,55.02,48,0
20160205_JB,4.3866666667,10.926666667000001,-1.4333333330000002,64.54,88,0
20160205_JJ,10.05,5.75,6.6,55.9,14,0
20160205_JN,6.15,8.6636363636,1.2954545455,56.781818181999995,44,0
20160205_SU,3.4,10.2,-2.2,39.4,193,0
20160205_US,9.9,10.9,3.9,25.4,19,0
20160206_BS,7.0,7.7,2.4,37.8,17,0
20160206_CB,2.2866666667,8.78,-2.58,46.813333333,15,0
20160206_CN,1.80625,8.35,-2.4625,62.66875,13,0
20160206_DG,4.5,8.9,0.2,41.0,17,0
20160206_DJ,3.4,8.0,-1.6,51.5,10,0
20160206_GB,4.475,9.8333333333,-0.770833333,44.920833333000004,23,0
20160206_GG,2.3452380952,9.9428571429,-3.026190476,44.833333333,46,0
20160206_GJ,2.8,5.2,-0.4,59.1,13,0
20160206_GN,5.9636363636,9.9181818182,0.6818181818000001,44.322727273000005,32,0
20160206_GW,2.5055555556,10.661111111,-3.1777777780000003,58.255555556000004,10,0
20160206_IC,0.56,5.48,-2.58,51.75,10,0
20160206_JB,2.16,7.64,-1.966666667,62.526666667,25,0
20160206_JJ,6.35,3.9,4.2,56.2,2,0
20160206_JN,2.9090909091,6.222727272699999,-0.3,62.377272727,15,0
20160206_SU,2.0,8.2,-3.1,38.6,47,0
20160206_US,6.6,7.9,2.1,33.4,4,0
20160207_BS,9.4,11.1,3.3,43.6,1,0
20160207_CB,3.68,14.526666667,-3.606666667,48.82,1,0
20160207_CN,3.86875,13.8875,-3.1625,68.85,2,0
20160207_DG,6.5,11.9,0.0,45.8,1,0
20160207_DJ,4.9,14.0,-2.3,54.3,0,0
20160207_GB,5.854166666699999,13.55,-1.3375,45.433333333,2,0
20160207_GG,3.5023809524000002,13.278571429000001,-3.3357142860000004,52.830952381,7,0
20160207_GJ,5.3,10.9,-0.4,52.0,0,0
20160207_GN,7.1818181818,12.604545455,0.15,45.995454545,2,0
20160207_GW,3.5555555556,13.572222222,-3.5,50.572222222,1,0
20160207_IC,2.19,9.08,-2.09,60.97,1,0
20160207_JB,3.6466666667000003,12.506666667000001,-2.94,60.54,2,0
20160207_JJ,7.65,5.8,4.4,55.05,0,0
20160207_JN,5.55,11.304545455,-0.28636363600000003,55.45,1,0
20160207_SU,3.5,11.8,-2.9,46.5,8,0
20160207_US,8.4,10.4,2.3,54.3,0,0
20160208_BS,8.8,10.0,4.5,39.9,1,0
20160208_CB,6.926666666699999,14.386666667,1.12,52.813333333,0,0
20160208_CN,7.675,14.0125,1.74375,71.275,2,0
20160208_DG,8.9,14.5,2.6,46.8,1,0
20160208_DJ,8.1,13.8,2.2,58.9,0,0
20160208_GB,7.595833333300001,14.129166667,1.1458333333,44.154166667,1,0
20160208_GG,6.2619047619,11.673809524000001,1.1761904762,64.647619048,1,0
20160208_GJ,9.2,12.7,2.8,59.0,3,0
20160208_GN,8.6181818182,13.063636364,2.9636363636,43.76363636399999,0,0
20160208_GW,4.8611111111000005,11.666666667000001,-0.5,64.05,2,0
20160208_IC,5.83,8.7,1.77,81.03,2,0
20160208_JB,7.64,13.133333333,2.08,58.826666667,1,0
20160208_JJ,11.15,7.0,7.75,47.85,1,0
20160208_JN,9.0454545455,13.377272727000001,3.0272727273,60.168181818,1,0
20160208_SU,5.5,9.8,1.3,62.1,8,0
20160208_US,9.0,10.4,3.7,39.9,0,0
20160209_BS,11.9,8.5,6.4,31.5,2,0
20160209_CB,6.413333333300001,9.06,1.5133333333,44.553333333000005,1,0
20160209_CN,7.26875,10.675,1.53125,62.225,0,0
20160209_DG,7.9,8.5,3.9,36.0,3,0
20160209_DJ,7.8,8.8,2.6,48.1,8,0
20160209_GB,7.2958333333,8.766666666699999,2.9375,35.3125,2,0
20160209_GG,6.5,10.380952381,0.7285714286,54.330952381,6,0
20160209_GJ,8.6,8.8,4.0,48.6,1,0
20160209_GN,9.9863636364,9.6636363636,5.1727272726999995,30.213636364,0,0
20160209_GW,5.4055555555999995,8.866666666699999,0.9944444444,47.938888889,4,0
20160209_IC,5.99,7.96,1.47,63.34,3,0
20160209_JB,6.7466666666999995,9.3066666667,1.9266666666999999,55.366666667,4,0
20160209_JJ,12.9,8.0,9.1,43.5,0,0
20160209_JN,8.8818181818,9.9227272727,3.75,49.704545455,3,0
20160209_SU,5.5,9.4,0.3,52.5,14,0
20160209_US,9.4,8.1,5.8,26.9,0,0
20160210_BS,11.8,10.5,6.3,40.4,22,0
20160210_CB,11.046666667,17.56,1.32,48.393333333,12,0
20160210_CN,11.525,16.8625,1.9875,64.075,18,0
20160210_DG,11.9,16.2,3.3,50.4,13,0
20160210_DJ,12.7,17.3,3.3,48.8,7,0
20160210_GB,10.095833333,15.216666667,1.725,49.141666666999996,20,0
20160210_GG,10.416666667000001,16.188095238,1.9023809524000002,48.623809523999995,44,0
20160210_GJ,14.0,16.7,5.0,48.5,6,0
20160210_GN,11.290909091,14.136363635999999,3.5954545455,45.418181818,20,0
20160210_GW,8.6611111111,15.3,0.25,55.244444443999996,8,0
20160210_IC,8.33,11.37,3.04,50.81,19,0
20160210_JB,12.5,17.146666667,3.1,55.633333333,17,0
20160210_JJ,14.9,10.25,9.85,58.75,3,0
20160210_JN,12.195454545,15.563636364,3.9,55.786363636000004,15,0
20160210_SU,10.7,15.0,2.7,38.5,46,0
20160210_US,12.0,12.0,5.3,46.6,6,0
20160211_BS,14.7,10.7,9.2,63.9,73,0
20160211_CB,13.76,16.806666667000002,5.966666666699999,41.186666667,45,0
20160211_CN,15.3375,16.4625,8.20625,52.45,71,0
20160211_DG,13.3,16.1,5.5,63.8,70,0
20160211_DJ,14.7,16.5,6.8,49.5,45,0
20160211_GB,12.7375,16.229166667,4.8208333332999995,56.754166667,88,0
20160211_GG,14.054761905,14.595238095,7.4690476189999995,36.05952381,243,0
20160211_GJ,17.1,13.1,10.9,53.3,60,0
20160211_GN,14.086363636,14.372727272999999,7.1772727273,59.25,67,0
20160211_GW,11.416666667000001,16.538888889000003,3.4722222222,60.55,52,0
20160211_IC,14.4,10.97,9.13,41.75,59,0
20160211_JB,16.306666667000002,14.513333333,9.633333333300001,50.0,92,0
20160211_JJ,18.1,7.6,14.9,67.0,17,0
20160211_JN,15.204545455,12.204545455,10.172727273,61.490909091000006,91,0
20160211_SU,13.5,11.9,8.1,29.3,218,0
20160211_US,14.2,14.9,6.7,73.6,17,0
20160212_BS,13.9,4.2,12.3,90.9,77,0
20160212_CB,11.173333332999999,4.6333333332999995,9.04,86.79333333299999,31,0
20160212_CN,11.81875,4.60625,10.075,93.68125,56,0
20160212_DG,12.6,6.9,9.7,94.0,45,0
20160212_DJ,11.9,4.2,10.0,91.4,27,0
20160212_GB,11.304166667,6.533333333300001,8.5625,91.2,70,0
20160212_GG,10.116666667,3.7214285713999997,8.5214285714,95.00952381,179,0
20160212_GJ,15.6,4.3,13.7,95.8,29,0
20160212_GN,13.918181817999999,6.531818181799999,10.986363635999998,89.804545455,69,0
20160212_GW,8.0,4.6,5.5222222222,94.04444444399999,38,0
20160212_IC,11.01,3.62,9.52,97.0,43,0
20160212_JB,13.746666667000001,4.46,12.193333333,90.66,78,0
20160212_JJ,18.5,3.3,16.6,88.25,12,0
20160212_JN,15.827272727,4.5363636364,13.622727272999999,92.45,53,0
20160212_SU,10.0,3.2,8.4,95.3,178,0
20160212_US,14.7,8.0,11.3,92.5,11,0
20160213_BS,15.8,3.3,14.5,98.8,25,0
20160213_CB,17.293333333,9.2466666667,11.966666667,91.53333333299999,16,0
20160213_CN,18.4375,12.925,12.21875,94.0625,18,0
20160213_DG,15.9,5.6,13.0,96.3,19,0
20160213_DJ,18.7,9.7,13.0,92.3,14,0
20160213_GB,16.370833333,8.0375,11.758333333,94.458333333,15,0
20160213_GG,15.354761905,10.304761905,10.976190476,95.23333333299999,71,0
20160213_GJ,19.8,13.3,14.2,94.5,15,0
20160213_GN,16.077272727,5.0818181818,13.431818182,94.081818182,22,0
20160213_GW,12.205555555999998,7.6833333333,7.9611111111,95.98333333299999,11,0
20160213_IC,15.45,11.71,10.83,97.11,14,0
20160213_JB,20.633333333,14.04,13.9,89.006666667,25,0
20160213_JJ,18.6,9.45,14.75,94.7,4,0
20160213_JN,17.881818182,10.245454545,13.445454545,93.01818181799999,16,0
20160213_SU,14.4,8.6,11.0,95.0,58,0
20160213_US,16.9,4.6,14.7,95.5,2,0
20160214_BS,15.2,15.6,6.7,59.0,1,0
20160214_CB,10.706666667,15.286666667,-0.7,73.43333333300001,1,0
20160214_CN,5.59375,9.6125,-0.78125,76.80625,0,0
20160214_DG,15.6,17.8,4.2,62.9,0,0
20160214_DJ,8.9,12.5,-0.1,73.6,3,0
20160214_GB,12.8125,15.583333332999999,2.6458333333,65.483333333,2,0
20160214_GG,5.5023809524,11.197619048,-1.821428571,74.61428571399999,4,0
20160214_GJ,6.5,8.7,0.7,81.1,0,0
20160214_GN,14.9,16.25,4.5136363636,56.322727273000005,1,0
20160214_GW,7.7222222222,11.377777777999999,0.0944444444,79.222222222,1,0
20160214_IC,3.73,9.61,-2.54,78.76,2,0
20160214_JB,6.8133333333,9.9866666667,-0.233333333,76.34,2,0
20160214_JJ,9.6,7.65,4.8,68.8,0,0
20160214_JN,7.654545454500001,9.2818181818,1.1727272727,74.672727273,4,0
20160214_SU,5.8,12.6,-2.6,73.1,5,0
20160214_US,17.4,17.9,7.7,57.6,0,0
20160215_BS,4.2,7.7,-0.4,40.6,104,0
20160215_CB,-1.14,6.56,-4.526666667,52.706666667,46,0
20160215_CN,-0.21875,6.15,-3.50625,63.49375,70,0
20160215_DG,0.9,6.1,-2.2,47.0,77,0
20160215_DJ,0.8,7.5,-3.3,56.5,45,0
20160215_GB,0.4041666667,6.333333333300001,-2.9041666669999997,43.441666667,87,0
20160215_GG,-1.519047619,7.588095238099999,-5.145238095,52.361904761999995,210,0
20160215_GJ,0.8,5.0,-2.1,73.5,55,0
20160215_GN,2.6318181818,6.7636363636,-1.195454545,39.722727273000004,88,0
20160215_GW,-1.094444444,6.2722222222,-4.333333333,45.483333333000004,50,0
20160215_IC,-2.08,6.63,-5.32,60.27,48,0
20160215_JB,-0.133333333,6.046666666699999,-3.286666667,63.653333333,81,0
20160215_JJ,3.8,4.35,1.6,66.9,24,0
20160215_JN,0.7136363636,4.4818181818000005,-1.722727273,67.622727273,73,0
20160215_SU,-2.3,7.7,-5.8,48.4,249,0
20160215_US,2.5,6.2,-0.8,35.8,9,0
20160216_BS,6.3,8.6,2.2,52.3,90,0
20160216_CB,2.7466666667000004,8.3266666667,-1.6333333330000002,71.326666667,40,0
20160216_CN,4.275,9.025,-0.3625,79.20625,41,0
20160216_DG,4.9,7.3,1.1,56.0,67,0
20160216_DJ,4.4,8.1,-0.2,73.5,38,0
20160216_GB,3.4791666667000003,8.1208333333,-0.34583333299999997,57.420833333000004,68,0
20160216_GG,2.1285714286,9.3547619048,-2.414285714,72.785714286,190,0
20160216_GJ,5.7,8.4,1.3,69.9,40,0
20160216_GN,5.6090909091,9.3772727273,1.1863636364,53.872727273,62,0
20160216_GW,2.0222222222,8.016666666699999,-1.844444444,61.816666667,33,0
20160216_IC,2.28,7.9,-1.37,76.73,53,0
20160216_JB,4.1266666667,7.38,0.20666666670000003,74.473333333,76,0
20160216_JJ,7.95,5.9,5.2,58.05,23,0
20160216_JN,5.4818181818,7.8636363636,1.6363636363999998,64.281818182,42,0
20160216_SU,1.1,7.8,-2.7,65.6,235,0
20160216_US,6.6,9.3,2.3,44.9,15,0
20160217_BS,9.6,10.2,3.9,41.8,79,0
20160217_CB,5.7266666667,11.713333333,-0.02,53.466666667,44,0
20160217_CN,6.36875,11.59375,0.41875,73.23125,63,0
20160217_DG,7.4,9.1,2.8,44.1,75,0
20160217_DJ,6.8,11.1,0.9,61.3,33,0
20160217_GB,6.404166666699999,10.404166667,1.3833333333000002,43.8125,53,0
20160217_GG,5.666666666699999,11.630952380999998,-0.071428571,59.99047619,227,0
20160217_GJ,7.2,8.1,2.9,56.1,43,0
20160217_GN,8.0772727273,9.8727272727,2.65,46.740909091000006,71,0
20160217_GW,5.2666666667,12.044444444000002,-0.15,50.472222222,40,0
20160217_IC,4.77,6.28,1.36,67.49,54,0
20160217_JB,5.8066666667,10.486666667,0.46,69.266666667,102,0
20160217_JJ,8.85,4.9,6.1,53.8,12,0
20160217_JN,7.204545454500001,8.804545454500001,2.5818181818,58.081818182,56,0
20160217_SU,5.4,10.6,0.0,53.9,238,0
20160217_US,9.3,9.6,3.3,35.8,16,0
20160218_BS,9.9,9.6,5.7,49.4,55,0
20160218_CB,8.9666666667,12.686666667,3.06,57.573333333,29,0
20160218_CN,9.06875,12.2375,3.675,75.59375,44,0
20160218_DG,10.6,13.3,3.7,57.0,52,0
20160218_DJ,9.8,13.3,3.8,63.8,38,0
20160218_GB,9.65,13.108333333,2.8333333332999997,54.0,76,0
20160218_GG,8.107142857100001,10.376190476,3.5952380951999996,69.16190476199999,193,0
20160218_GJ,11.6,13.1,4.7,61.5,34,0
20160218_GN,10.077272727,13.340909090999999,3.7,56.077272727,68,0
20160218_GW,8.255555555599999,10.077777778,3.8833333333,57.95,38,0
20160218_IC,7.39,7.43,3.83,87.72,50,0
20160218_JB,10.113333333,13.233333333,3.6933333333,61.946666666999995,85,0
20160218_JJ,12.45,9.5,7.6,58.45,20,0
20160218_JN,10.804545455,13.272727273,3.9090909091,66.35,75,0
20160218_SU,7.8,9.2,3.5,66.4,241,0
20160218_US,12.1,13.9,5.0,47.9,9,0
20160219_BS,14.8,9.1,8.9,51.1,66,0
20160219_CB,5.666666666699999,6.3933333333,2.66,61.66,40,0
20160219_CN,6.11875,8.10625,2.43125,77.10625,48,0
20160219_DG,11.1,11.8,5.4,56.8,60,0
20160219_DJ,6.3,6.3,3.5,69.9,30,0
20160219_GB,9.2125,9.983333333300001,4.6583333333,47.858333333000004,60,0
20160219_GG,4.8666666667000005,5.6738095238,2.0666666666999998,68.271428571,171,0
20160219_GJ,11.8,9.9,7.0,58.6,38,0
20160219_GN,13.572727273,12.881818182,6.8727272727,53.318181818,62,0
20160219_GW,6.6833333333,5.9722222222,3.8777777777999995,52.4,30,0
20160219_IC,4.6,3.87,2.45,70.01,34,0
20160219_JB,8.82,9.26,4.32,64.93333333300001,84,0
20160219_JJ,12.05,4.4,9.8,66.95,18,0
20160219_JN,11.722727273,10.663636364,6.1272727273,64.06363636399999,51,0
20160219_SU,4.4,4.3,2.3,56.4,190,0
20160219_US,14.5,11.5,8.7,50.5,12,0
20160220_BS,11.6,7.8,7.8,56.1,15,0
20160220_CB,7.98,9.76,2.0866666667,48.666666667,14,0
20160220_CN,7.5375,9.09375,2.18125,58.85625,15,0
20160220_DG,10.8,8.7,5.6,43.9,17,0
20160220_DJ,8.9,9.9,2.5,53.5,4,0
20160220_GB,9.2375,9.795833333300001,4.0208333333,48.016666666999996,26,0
20160220_GG,7.2357142857,9.8761904762,1.669047619,44.44047619,60,0
20160220_GJ,9.4,8.3,4.7,44.4,7,0
20160220_GN,12.063636364,9.6909090909,6.581818181799999,42.318181818,22,0
20160220_GW,6.6722222222,8.9111111111,1.8444444443999999,52.70555555600001,10,0
20160220_IC,5.22,6.92,1.49,52.42,9,0
20160220_JB,8.4666666667,9.7066666667,2.6133333333,58.8,38,0
20160220_JJ,12.35,7.7,8.1,57.65,2,0
20160220_JN,9.3090909091,8.4136363636,4.5409090909,52.518181818,22,0
20160220_SU,6.3,8.8,1.3,37.1,53,0
20160220_US,10.4,7.1,6.8,55.4,2,0
20160221_BS,8.9,9.1,3.8,33.0,1,0
20160221_CB,4.8933333333,9.74,-0.08,36.833333333,0,0
20160221_CN,5.3375,9.55625,0.24375,55.1625,1,0
20160221_DG,6.6,8.0,2.2,36.4,2,0
20160221_DJ,5.8,9.5,0.4,45.4,2,0
20160221_GB,5.9958333333,9.7791666667,0.9833333333,33.483333333000004,5,0
20160221_GG,4.7619047619,9.6357142857,-0.176190476,39.635714286,12,0
20160221_GJ,7.3,7.6,2.4,42.4,0,0
20160221_GN,8.1136363636,10.063636364,2.7227272727,34.686363635999996,0,0
20160221_GW,4.7777777778,9.144444444400001,0.2055555556,33.411111111,1,0
20160221_IC,3.52,5.93,0.15,46.56,1,0
20160221_JB,5.2466666667,9.2933333333,0.2733333333,52.52,1,0
20160221_JJ,9.45,6.4,5.95,49.0,0,0
20160221_JN,6.9136363636,9.1181818182,1.9636363636,50.4,0,0
20160221_SU,4.4,8.6,-0.6,36.4,12,0
20160221_US,8.8,9.3,3.5,32.6,1,0
20160222_BS,10.4,7.3,6.6,44.4,79,0
20160222_CB,6.626666666699999,9.16,1.8866666666999998,39.453333333,37,0
20160222_CN,6.09375,8.24375,2.225,50.625,61,0
20160222_DG,7.5,8.2,3.6,45.6,59,0
20160222_DJ,7.0,8.4,2.9,43.3,37,0
20160222_GB,7.5583333333,9.075,3.175,37.8875,62,0
20160222_GG,4.5666666667,6.8476190476,1.4404761905,40.102380952,180,0
20160222_GJ,6.0,5.7,3.5,44.1,39,0
20160222_GN,8.3727272727,8.5136363636,4.4681818182,44.472727273000004,69,0
20160222_GW,5.783333333300001,8.0555555556,1.7833333333,42.317647059,33,0
20160222_IC,3.93,5.14,1.48,46.6,49,0
20160222_JB,5.64,7.546666666699999,2.1066666667,52.74,83,0
20160222_JJ,9.0,3.75,6.4,75.9,20,0
20160222_JN,6.436363636399999,6.55,3.4318181818,53.290909091,61,0
20160222_SU,4.2,6.4,1.1,36.6,244,0
20160222_US,9.6,8.7,5.7,43.5,19,0
20160223_BS,12.8,8.9,7.9,37.4,74,0
20160223_CB,6.74,9.6533333333,1.8666666666999998,48.8,41,0
20160223_CN,6.74375,9.1625,2.05625,63.2,62,0
20160223_DG,9.7,9.4,4.8,42.6,81,0
20160223_DJ,8.1,10.8,2.5,55.3,39,0
20160223_GB,9.2791666667,10.25,4.0166666667,40.454166666999996,63,0
20160223_GG,5.7452380951999995,9.369047619,1.0952380952,59.233333333000004,203,0
20160223_GJ,9.6,9.9,4.0,43.8,35,0
20160223_GN,11.909090909000001,10.386363636,6.1727272726999995,38.818181818,76,0
20160223_GW,7.2611111111,9.4888888889,2.4166666667,50.333333333,45,0
20160223_IC,4.08,7.85,0.7,68.31,50,0
20160223_JB,8.0933333333,10.12,2.56,55.506666667,96,0
20160223_JJ,12.0,7.1,7.9,63.25,25,0
20160223_JN,9.4818181818,9.695454545499999,4.0772727273000005,52.690909091,55,0
20160223_SU,4.5,9.0,0.7,56.0,239,0
20160223_US,11.5,8.5,7.2,29.5,14,0
20160224_BS,8.4,8.9,3.0,49.3,71,0
